1/12/16,2:00 PM,5:00 PM,,Denise/Theresa/Terry - amended by Jason,Appointment,,Room ASB 210,BioScheduling,3:00
1/12/16,2:00 PM,5:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,3:00
1/12/16,2:00 PM,5:00 PM,Tentative Faculty Meeting,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,3:00
1/12/16,3:00 PM,5:00 PM,BIOL 7964-003,Feener,Appointment,,Room SB 306,BioScheduling,2:00
1/12/16,3:30 PM,5:30 PM,GCSC Seminar,Laurie Mecham,Appointment,,Room ASB 210,BioScheduling,2:00
1/12/16,4:00 PM,5:00 PM,Jorgensen journal club,Becky/Terry,Appointment,,Room SB 221,BioScheduling,1:00
1/12/16,4:00 PM,5:00 PM,Ehleringer Postdoc mentoring,,Appointment,,Room ASB 504,BioScheduling,1:00
1/13/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/13/16,9:40 AM,10:30 AM,BIOL 3210,Naina Phadnis,Appointment,,Room ASB 210,BioScheduling,0:50
1/13/16,10:00 AM,11:30 AM,Facilities Team Meeting,Jose/Terry,Appointment,,Room MO Conference Room,BioScheduling,1:30
1/13/16,11:35 AM,1:00 PM,RIP-Research in Progress,Shannon,Appointment,,Room ASB 210,BioScheduling,1:25
1/13/16,12:30 PM,3:00 PM,Maricq Lab Mtg.,Nancy/Terry,Appointment,,Room ASB 304,BioScheduling,2:30
1/13/16,1:00 PM,2:00 PM,Grad Lunch Graham ,Graham/April,Appointment,,Room ASB 504,BioScheduling,1:00
1/13/16,1:25 PM,2:45 PM,BIOL 3960-003 Fresher Seminar,Lyn Bohs/Jack Longino,Appointment,,Room SB 306,BioScheduling,1:20
1/13/16,2:00 PM,5:00 PM,,Denise/Terry/Terry/Jason,Appointment,,Room ASB 210,BioScheduling,3:00
1/13/16,2:00 PM,5:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,3:00
1/13/16,2:00 PM,5:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,3:00
1/13/16,2:30 PM,4:00 PM,Executive Committee Meeting,Ann/Jason,Appointment,,Room SB 221,BioScheduling,1:30
1/13/16,2:30 PM,4:00 PM,Potts lab meeting,Wayne/Terry ,Appointment,,Room ASB 504,BioScheduling,1:30
1/13/16,3:00 PM,5:00 PM,,Wayne/Terry (by phone 08/19/15),Appointment,,Room SB 306,BioScheduling,2:00
1/13/16,3:00 PM,5:00 PM,Clark/Drews/Seiburth Lab Meeting,Gary/Terry,Meeting,,Room SB 306,BioScheduling,2:00
1/13/16,3:30 PM,5:30 PM,BIOL 7964-001,Dale Clayton/Shannon,Appointment,,Room ASB 304,BioScheduling,2:00
1/13/16,4:00 PM,5:30 PM,BIOL 7962-003 Seminal Papers,Richard Clark/Shannon,Appointment,,Room ASB 504,BioScheduling,1:30
1/13/16,4:00 PM,5:00 PM,Confirmed Cell Center Seminar-Dan Gottschling  Hutchinson,Nancy/Karen/Terry,Appointment,,Room ASB 210,BioScheduling,1:00
1/14/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/14/16,9:10 AM,10:30 AM,BIOL 1330,Irene Terry,Appointment,,Room ASB 210,BioScheduling,1:20
1/14/16,10:00 AM,12:00 PM,Bowling meeting,Dave/Julie Johnsson/Terry,Appointment,,Room ASB 504,BioScheduling,2:00
1/14/16,10:30 AM,12:30 PM,Jorgensen lab meeting,Becky/Terry,Appointment,,Room ASB 304,BioScheduling,2:00
1/14/16,10:45 AM,12:05 PM,BIOL 1010,Tanya Vickers,Appointment,,Room ASB 210,BioScheduling,1:20
1/14/16,11:00 AM,12:25 PM,Drews Lab journal club,Gary/Terry,Meeting,,Room SB 306,BioScheduling,1:25
1/14/16,12:00 PM,1:00 PM,Journal club,Andrew Basinski/Terry,Appointment,,Room SB 221,BioScheduling,1:00
1/14/16,12:00 PM,3:00 PM,Biol 2420 TA meetings,Dave Temme/Terry,Appointment,,Room ASB 504,BioScheduling,3:00
1/14/16,12:25 PM,1:45 PM,BIOL 3960-005 Fresher Seminar,Dearing/Coley,Appointment,,Room SB 306,BioScheduling,1:20
1/14/16,2:00 PM,3:55 PM,Nadkarni class breakout,Jordan Herman/Terry,Appointment,,Room SB 221,BioScheduling,1:55
1/14/16,2:00 PM,3:20 PM,BIOL 2020-002,Dave Gard,Appointment,,Room ASB 220,BioScheduling,1:20
1/14/16,3:00 PM,4:00 PM,Wildlife Society Meeting,Colter Dye/Jason,Appointment,,Room ASB 304,BioScheduling,1:00
1/14/16,3:30 PM,5:00 PM,Department Seminar,,Appointment,,Room ASB 210,BioScheduling,1:30
1/14/16,3:30 PM,5:00 PM,Cell Biology Faculty Search Seminar,Ann/JasonAnn confirmed with Laurie B. that there will be no Department Seminar this day.,Meeting,,Room ASB 210,BioScheduling,1:30
1/14/16,5:00 PM,6:30 PM,Pre-professional advising,Sheryl McCallister/Terry,Appointment,,Room SB 221,BioScheduling,1:30
1/15/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/15/16,8:30 AM,11:30 AM,Mayu Inaba Cell Search Candidate Chalk Talk,Renae/Jason,Appointment,,Room SB 221,BioScheduling,3:00
1/15/16,9:40 AM,10:30 AM,BIOL 3210,Naina Phadnis,Appointment,,Room ASB 210,BioScheduling,0:50
1/15/16,10:00 AM,11:00 AM,Facilities,Jose/Terry,Appointment,,Room MO Conference Room,BioScheduling,1:00
1/15/16,11:00 AM,1:00 PM,Graduate Student Lunch,Laurie/April,Appointment,,Room ASB 304,BioScheduling,2:00
1/15/16,11:30 AM,1:00 PM,Informal Seminar,Laurie/April,Appointment,,Room SB 221,BioScheduling,1:30
1/15/16,11:35 AM,1:00 PM,TGIF/FUSION,Shannon,Appointment,,Room ASB 210,BioScheduling,1:25
1/15/16,11:45 AM,1:15 PM,,Renae/Jason,Appointment,,Room SB 306,BioScheduling,1:30
1/15/16,1:00 PM,3:00 PM,Coley/Kursar lab meeting,Jerry/Terry,Appointment,,Room SB 221,BioScheduling,2:00
1/15/16,1:00 PM,2:30 PM,Babst lab meeting,Markus/Terry,Appointment,,Room ASB 504,BioScheduling,1:30
1/15/16,1:00 PM,5:00 PM,Teichert/Olivera lab meetings,Sean/Toto/Terry,Appointment,,Room ASB 304,BioScheduling,4:00
1/15/16,1:00 PM,2:30 PM,,Russ/Toto/Terry,Appointment,,Room ASB 304,BioScheduling,1:30
1/15/16,2:00 PM,4:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,2:00
1/15/16,3:00 PM,5:00 PM,Clayton/Bush lab meeting,Sarah/Terry,Appointment,,Room ASB 504,BioScheduling,2:00
1/15/16,3:30 PM,4:30 PM,Caron Lab Meeting,,Appointment,,Room SB 306,BioScheduling,1:00
1/18/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/18/16,9:40 AM,10:30 AM,BIOL 3210,Naina Phadnis,Appointment,,Room ASB 210,BioScheduling,0:50
1/18/16,11:30 AM,1:00 PM,Ehleringer PI Meeting,Laurie/Jim/Terry,Appointment,,Room ASB 504,BioScheduling,1:30
1/18/16,2:00 PM,4:00 PM,Clark/Phadnis/Shapiro lab meeting,Michael/Nitin/Terry,Appointment,,Room SB 221,BioScheduling,2:00
1/18/16,3:30 PM,5:30 PM,BIOL 7964-001,Dale Clayton/Shannon,Appointment,,Room ASB 304,BioScheduling,2:00
1/18/16,4:00 PM,5:30 PM,BIOL 7962-003 Seminal Papers,Richard Clark/Shannon,Appointment,,Room ASB 504,BioScheduling,1:30
1/19/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/19/16,9:10 AM,10:30 AM,BIOL 1330,Irene Terry,Appointment,,Room ASB 210,BioScheduling,1:20
1/19/16,10:00 AM,11:00 AM,Managers Meeting,Ann/Jason,Appointment,,Room MO Conference Room,BioScheduling,1:00
1/19/16,10:30 AM,11:30 AM,,,Meeting,,Room ASB Foyer,BioScheduling,1:00
1/19/16,10:45 AM,11:45 AM,BIOL 3410 Review,Ben Hardisty/Coley and Clayton,Appointment,,Room ASB 504,BioScheduling,1:00
1/19/16,10:45 AM,12:05 PM,BIOL 1010,Tanya Vickers,Appointment,,Room ASB 210,BioScheduling,1:20
1/19/16,11:45 AM,1:30 PM,Graduate student/speaker lunches,Laurie/Jim/Terry,Appointment,,Room ASB 504,BioScheduling,1:45
1/19/16,12:00 PM,1:30 PM,Drews lab meeting,,Appointment,,Room SB 306,BioScheduling,1:30
1/19/16,12:00 PM,1:00 PM,Grad lunch with Peter Adler-Biodiversity,,Appointment,,Room ASB 304,BioScheduling,1:00
1/19/16,1:00 PM,2:00 PM,Facilities Meeting,Jose/Jason,Appointment,,Room MO Conference Room,BioScheduling,1:00
1/19/16,1:00 PM,5:00 PM,Teichert/Olivera lab  meeting,Toto/Terry,Appointment,,Room ASB 304,BioScheduling,4:00
1/19/16,1:30 PM,3:00 PM,Ehleringer lab meeting,Laurie/Jim/Terry,Appointment,,Room ASB 504,BioScheduling,1:30
1/19/16,2:00 PM,3:20 PM,BIOL 3960-001 Fresher Seminar,Franz Goller,Appointment,,Room SB 306,BioScheduling,1:20
1/19/16,2:00 PM,3:00 PM,Fac mtg with Peter Adler,,Appointment,,Room MO Conference Room,BioScheduling,1:00
1/19/16,2:00 PM,3:20 PM,BIOL 2020-002,Dave Gard,Appointment,,Room ASB 220,BioScheduling,1:20
1/19/16,2:00 PM,4:00 PM,Faculty Meeting,Ann/Jason,Appointment,,Room ASB 210,BioScheduling,2:00
1/19/16,2:00 PM,5:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,3:00
1/19/16,2:30 PM,4:00 PM,Espino committee meeting,Sam/Terry,Appointment,,Room SB 221,BioScheduling,1:30
1/19/16,3:00 PM,5:00 PM,BIOL 7964-003,Feener,Appointment,,Room SB 306,BioScheduling,2:00
1/19/16,4:00 PM,5:00 PM,Ehleringer Postdoc mentoring,,Appointment,,Room ASB 504,BioScheduling,1:00
1/19/16,4:00 PM,5:00 PM,Faculty Search Seminar,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,1:00
1/20/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/20/16,9:40 AM,10:30 AM,BIOL 3210,Naina Phadnis,Appointment,,Room ASB 210,BioScheduling,0:50
1/20/16,10:00 AM,11:30 AM,Facilities Team Meeting,Jose/Terry,Appointment,,Room MO Conference Room,BioScheduling,1:30
1/20/16,11:00 AM,12:30 PM,Admin Staff Meeting,,Appointment,,Room SB 306,BioScheduling,1:30
1/20/16,11:00 AM,12:00 PM,Student Affairs Meeting,Ann/Jason,Appointment,,Room SB 221,BioScheduling,1:00
1/20/16,11:00 AM,12:00 PM,Dearing lab meeting,Teri Orr/Terry,Appointment,,Room ASB 304,BioScheduling,1:00
1/20/16,11:35 AM,1:00 PM,RIP-Research in Progress,Shannon,Appointment,,Room ASB 210,BioScheduling,1:25
1/20/16,12:00 PM,2:00 PM,Preprofessional Advising,Sheryl/April,Appointment,,Room SB 221,BioScheduling,2:00
1/20/16,12:30 PM,3:00 PM,Maricq Lab Mtg.,Nancy/Terry,Appointment,,Room ASB 304,BioScheduling,2:30
1/20/16,1:00 PM,2:00 PM,Grad Lunch Graham ,Graham/April,Appointment,,Room ASB 504,BioScheduling,1:00
1/20/16,1:00 PM,3:30 PM,Faculty Meeting,Ann/Jason,Appointment,,Room ASB 210,BioScheduling,2:30
1/20/16,1:25 PM,2:45 PM,BIOL 3960-003 Fresher Seminar,Lyn Bohs/Jack Longino,Appointment,,Room SB 306,BioScheduling,1:20
1/20/16,2:00 PM,3:30 PM,,Teri Orr/Terry,Appointment,,Room SB 221,BioScheduling,1:30
1/20/16,2:00 PM,5:00 PM,Tentative Faculty Meeting,Ann/Jason,Appointment,,Room ASB 220,BioScheduling,3:00
1/20/16,2:00 PM,5:00 PM,,Denise/Terry/Terry/Jason,Appointment,,Room ASB 210,BioScheduling,3:00
1/20/16,2:00 PM,5:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,3:00
1/20/16,2:30 PM,5:30 PM,Science Employers Panel-Dean's Office,Paige BergEvents & Program SpecialistOffice of the DeanCollege of Scienceberg@science.utah.edu801-587-8098,Appointment,,Room ASB Foyer,BioScheduling,3:00
1/20/16,2:30 PM,4:00 PM,Potts lab meeting,Wayne/Terry ,Appointment,,Room ASB 504,BioScheduling,1:30
1/20/16,3:00 PM,5:00 PM,,Wayne/Terry (by phone 08/19/15),Appointment,,Room SB 306,BioScheduling,2:00
1/20/16,3:00 PM,5:00 PM,Clark/Drews/Seiburth Lab Meeting,Gary/Terry,Meeting,,Room SB 306,BioScheduling,2:00
1/20/16,3:30 PM,6:30 PM,Hugo Rossi Lecture-South Side Only,Rhea BoumanCSME5-1985,Appointment,,Room ASB Foyer,BioScheduling,3:00
1/20/16,3:30 PM,5:30 PM,BIOL 7964-001,Dale Clayton/Shannon,Appointment,,Room ASB 304,BioScheduling,2:00
1/20/16,3:45 PM,6:30 PM,CSME Hugo Rossi Seminar,Rhea BoumanCSME5-1985,Appointment,,Room ASB 210,BioScheduling,2:45
1/20/16,4:00 PM,5:30 PM,BIOL 7962-003 Seminal Papers,Richard Clark/Shannon,Appointment,,Room ASB 504,BioScheduling,1:30
1/21/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/21/16,9:10 AM,10:30 AM,BIOL 1330,Irene Terry,Appointment,,Room ASB 210,BioScheduling,1:20
1/21/16,10:30 AM,3:30 PM,Meetings with Bryn Dentinger-Cluster Hire Faculty Candidate,,Appointment,,Room MO Conference Room,BioScheduling,5:00
1/21/16,10:30 AM,12:30 PM,Jorgensen lab meeting,Becky/Terry,Appointment,,Room ASB 304,BioScheduling,2:00
1/21/16,10:45 AM,12:05 PM,BIOL 1010,Tanya Vickers,Appointment,,Room ASB 210,BioScheduling,1:20
1/21/16,11:00 AM,12:25 PM,Drews Lab journal club,Gary/Terry,Meeting,,Room SB 306,BioScheduling,1:25
1/21/16,11:00 AM,12:00 PM,Bowling LTER Grant Proposal ,Laurie/April,Appointment,,Room ASB 504,BioScheduling,1:00
1/21/16,12:00 PM,1:15 PM,Grad Lunch with Bryn Dentinger-Biodiversity,,Appointment,,Room SB 221,BioScheduling,1:15
1/21/16,12:00 PM,3:00 PM,Biol 2420 TA meetings,Dave Temme/Terry,Appointment,,Room ASB 504,BioScheduling,3:00
1/21/16,12:25 PM,1:45 PM,BIOL 3960-005 Fresher Seminar,Dearing/Coley,Appointment,,Room SB 306,BioScheduling,1:20
1/21/16,1:00 PM,2:30 PM,Perley staff meeting,Robin/Terry,Appointment,,Room ASB 304,BioScheduling,1:30
1/21/16,2:00 PM,3:55 PM,Nadkarni class breakout,Jordan Herman/Terry,Appointment,,Room SB 221,BioScheduling,1:55
1/21/16,2:00 PM,3:20 PM,BIOL 2020-002,Dave Gard,Appointment,,Room ASB 220,BioScheduling,1:20
1/21/16,3:30 PM,5:00 PM,Department Seminar,,Appointment,,Room ASB 210,BioScheduling,1:30
1/22/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/22/16,9:40 AM,10:30 AM,BIOL 3210,Naina Phadnis,Appointment,,Room ASB 210,BioScheduling,0:50
1/22/16,11:35 AM,1:00 PM,TGIF/FUSION,Shannon,Appointment,,Room ASB 210,BioScheduling,1:25
1/22/16,12:00 PM,1:00 PM,Genetics Training Grant,David Grimwald1-6421,Appointment,,Room ASB 304,BioScheduling,1:00
1/22/16,1:00 PM,3:00 PM,Prelim Oral Exam,Jay/Jason,Appointment,,Room SB 306,BioScheduling,2:00
1/22/16,1:00 PM,3:00 PM,Coley/Kursar lab meeting,Jerry/Terry,Appointment,,Room SB 221,BioScheduling,2:00
1/22/16,1:00 PM,2:30 PM,Babst lab meeting,Markus/Terry,Appointment,,Room ASB 504,BioScheduling,1:30
1/22/16,1:00 PM,5:00 PM,Teichert/Olivera lab meetings,Sean/Toto/Terry,Appointment,,Room ASB 304,BioScheduling,4:00
1/22/16,1:00 PM,2:30 PM,,Russ/Toto/Terry,Appointment,,Room ASB 304,BioScheduling,1:30
1/22/16,2:00 PM,4:00 PM,,Ann/Jason,Meeting,,Room ASB 210,BioScheduling,2:00
1/22/16,2:30 PM,3:30 PM,Spencer and Irene Terry Meeting,Spencer/Jason,Appointment,,Room ASB 210,BioScheduling,1:00
1/22/16,3:00 PM,5:00 PM,Clayton/Bush lab meeting,Sarah/Terry,Appointment,,Room ASB 504,BioScheduling,2:00
1/25/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/25/16,9:40 AM,10:30 AM,BIOL 3210,Naina Phadnis,Appointment,,Room ASB 210,BioScheduling,0:50
1/25/16,10:00 AM,3:00 PM,Interviews Nadkarni Lab,Natlie/Jason,Appointment,,Room SB 306,BioScheduling,5:00
1/25/16,10:00 AM,12:00 PM,Klingler committee meeting,Jeremy/Terry,Appointment,,Room SB 221,BioScheduling,2:00
1/25/16,11:00 AM,11:30 PM,Bowling LTER,Laurie/April,Appointment,,Room ASB 504,BioScheduling,12:30
1/25/16,11:00 AM,1:00 PM,Committee Meeting,Christy/Jason,Appointment,,Room ASB 304,BioScheduling,2:00
1/25/16,11:30 AM,1:00 PM,Ehleringer PI Meeting,Laurie/Jim/Terry,Appointment,,Room ASB 504,BioScheduling,1:30
1/25/16,2:00 PM,4:00 PM,Clark/Phadnis/Shapiro lab meeting,Michael/Nitin/Terry,Appointment,,Room SB 221,BioScheduling,2:00
1/25/16,2:00 PM,5:00 PM,Cell Biology Faculty Search Seminar,Ann/Jason,Appointment,,Room ASB 210,BioScheduling,3:00
1/25/16,3:30 PM,5:30 PM,BIOL 7964-001,Dale Clayton/Shannon,Appointment,,Room ASB 304,BioScheduling,2:00
1/25/16,4:00 PM,5:30 PM,BIOL 7962-003 Seminal Papers,Richard Clark/Shannon,Appointment,,Room ASB 504,BioScheduling,1:30
1/26/16,7:00 AM,2:00 PM,Scheduling,,Appointment,,Room ASB 220,BioScheduling,7:00
1/26/16,8:30 AM,11:00 AM,Ofer Rog Cell Search Candidate Chalk Talk,Renae/Jason,Appointment,,Room SB 221,BioScheduling,2:30
1/26/16,9:00 AM,12:00 PM,EEOB Admissions committee,Shannon/Terry,Appointment,,Room ASB 304,BioScheduling,3:00
1/26/16,9:10 AM,10:30 AM,BIOL 1330,Irene Terry,Appointment,,Room ASB 210,BioScheduling,1:20
